foreign,foreigncountry_cleaned,shpmtyear,country_name,country_iso3,cleaned_name,cleaned_ID,matching_score,new,old_name
University Of Illinoispharmaceutical Sciences,United States,2021,United States,USA,University Of Illinoispharmaceutical Sciences,CHN_87,,1,
The Citizenry,United States,2021,United States,USA,The Citizenry,1462_USA,,0,1462_USA
Shanghai Weixing Optical Technology,China,2019,China,CHN,Shanghai Weixing Optical Technology,9858_CHN,100.0,0,9858_CHN
Catrike,United States,2021,United States,USA,Catrike,CHN_88,,1,
Shanghai Runyue Industrial Development,China,2021,China,CHN,Shanghai Runyue Industrial Development,CHN_89,,1,
The Pack Corp.,Japan,2021,Japan,JPN,The Pack Corp,663_JPN,,0,663_JPN
Intl Hotel Supplies Co. L L C,United Arab Emirates,2021,United Arab Emirates,ARE,Intl Hotel Supplies Co L L C,CHN_90,,1,
"Laizhou Yufeng Mining Co., Ltd.",China,2021,China,CHN,Laizhou Yufeng Mining Co Ltd,CHN_91,,1,
Seiko Epson Corp Imaging Product Printer Productio,Japan,2019,Japan,JPN,Seiko Epson Corp Imaging Product Printer Productio,6575_JPN,0.0,0,6575_JPN
Sanghar Exp.,India,2020,India,IND,Sanghar Exp,7355_IND,100.0,0,7355_IND
Makita Vietnam,Vietnam,2019,Vietnam,VNM,Makita Vietnam,CHN_92,89.0,1,
Matte Black,Singapore,2019,Singapore,SGP,Matte Black,CHN_93,85.0,1,
Rpc Technologies (Pty),Australia,2020,Australia,AUS,Rpc Technologies (Pty),689_AUS,100.0,0,689_AUS
Quaker Chemical Industria E Comercio,Brazil,2019,Brazil,BRA,Quaker Chemical Industria E Comercio,1495_BRA,0.0,0,1495_BRA
Vast Hk Enterprises Ltd. O B Zhongshan Foodstuffs,Hong Kong,2021,Hong Kong,HKG,Vast Hk Enterprises Ltd O B Zhongshan Foodstuffs,7106_HKG,,0,7106_HKG
Mercury Scientific,United States,2019,United States,USA,Mercury Scientific,26801_USA,0.0,0,26801_USA
Addcon Nordic As,Norway,2019,Norway,NOR,Addcon Nordic As,616_NOR,0.0,0,616_NOR
Foshan Shunde Green Motor Technology,Japan,2020,Japan,JPN,Foshan Shunde Green Motor Technology,8452_JPN,0.0,0,8452_JPN
Taar S R O,Czech Republic,2020,Czech Republic,CZE,Taar S R O,294_CZE,0.0,0,294_CZE
Nike Factory Outlet Mcarthurglen Richmond,Canada,2019,Canada,CAN,Nike Factory Outlet Mcarthurglen Richmond,CHN_94,91.0,1,
Zenner Meters Shanghai,China,2020,China,CHN,Zenner Meters Shanghai,802_CHN,0.0,0,802_CHN
Core Aviation,Pakistan,2019,Pakistan,PAK,Core Aviation,304_PAK,0.0,0,304_PAK
Structural Packaging Designer Perso,Netherlands,2020,Netherlands,NLD,Structural Packaging Designer Perso,782_NLD,0.0,0,782_NLD
Sarana Handels Maatschappij B.V,Netherlands,2020,Netherlands,NLD,Sarana Handels Maatschappij Bv,215_NLD,100.0,0,215_NLD
Hot Telecom Partnership Ltd.,Israel,2021,Israel,ISR,Hot Telecom Partnership Ltd,156_ISR,,0,156_ISR
Shanghai Angel Trading,China,2019,China,CHN,Shanghai Angel Trading,CHN_95,83.0,1,
Achieve Hill,Singapore,2021,Singapore,SGP,Achieve Hill,CHN_96,,1,
Blue Ocean Supplies,Pakistan,2021,Pakistan,PAK,Blue Ocean Supplies,838_PAK,,0,838_PAK
Sumake Industrial,Taiwan,2020,Taiwan,TWN,Sumake Industrial,CHN_97,88.0,1,
Aerovent Australia (Pty) Ltd.,Australia,2020,Australia,AUS,Aerovent Australia (Pty) Ltd,CHN_98,84.0,1,
Hanoi Branch Of Denso Mfg. Viet,Vietnam,2021,Vietnam,VNM,Hanoi Branch Of Denso Mfg Viet,CHN_99,,1,
Gates Rubber Co. S Pte,Singapore,2021,Singapore,SGP,Gates Rubber Co S Pte,6530_SGP,,0,6530_SGP
Adsem,South Korea,2021,,,Adsem,CHN_100,,1,
Cosmo Chemicals Pakistan,Pakistan,2021,Pakistan,PAK,Cosmo Chemicals Pakistan,429_PAK,,0,429_PAK
Setlite Engineers Limites,India,2021,India,IND,Setlite Engineers Limites,CHN_101,,1,
Chain Chon China Precision Stainless Steel,China,2021,China,CHN,Chain Chon China Precision Stainless Steel,CHN_102,,1,
Muna Juma Ghanim Dubai Cable,United Arab Emirates,2020,United Arab Emirates,ARE,Muna Juma Ghanim Dubai Cable,2388_ARE,0.0,0,2388_ARE
Hartalega Ngc Sdn Bhd,Malaysia,2019,Malaysia,MYS,Hartalega Ngc Sdn Bhd,747_MYS,100.0,0,747_MYS
Efel Motors D O O,Greece,2019,Greece,GRC,Efel Motors D O O,7_MNE,0.0,0,7_MNE
Klasco 0515 13 Af South Tower World,Hong Kong,2020,Hong Kong,HKG,Klasco 0515 13 Af South Tower World,11743_HKG,0.0,0,11743_HKG
Pvh The Underwear Group,United States,2020,United States,USA,Pvh The Underwear Group,7107_USA,0.0,0,7107_USA
"Newlong Singapore Pte., Ltd.",Singapore,2021,Singapore,SGP,Newlong Singapore Pte Ltd,CHN_103,,1,
Misirli Uk Ltd.,United Kingdom,2019,United Kingdom,GBR,Misirli Uk Ltd,3138_GBR,100.0,0,3138_GBR
Dow Silicones Corporation,United States,2020,United States,USA,Dow Silicones Corporation,18423_USA,100.0,0,18423_USA
Valuetech Products Sdn Bhd,Malaysia,2019,Malaysia,MYS,Valuetech Products Sdn Bhd,CHN_104,81.0,1,
Gisource Tek Enterprises,Hong Kong,2019,Hong Kong,HKG,Gisource Tek Enterprises,12736_HKG,0.0,0,12736_HKG
Chalo Pte,Singapore,2021,Singapore,SGP,Chalo Pte,1391_SGP,,0,1391_SGP
Pacific Flavours Ingredients,New Zealand,2020,New Zealand,NZL,Pacific Flavours Ingredients,421_NZL,100.0,0,421_NZL
One Member Agricultural Nhan Hoa Phat Co.,Vietnam,2019,Vietnam,VNM,One Member Agricultural Nhan Hoa Phat Co,CHN_105,94.0,1,
Darik Enterprises,United States,2021,United States,USA,Darik Enterprises,CHN_106,,1,
Intl Bullion & Metal Brokers (London) Ltd.,United Kingdom,2021,United Kingdom,GBR,Intl Bullion & Metal Brokers (London) Ltd,407_GBR,,0,407_GBR
Logicode Pte,Singapore,2019,Singapore,SGP,Logicode Pte,12469_SGP,100.0,0,12469_SGP
Caterpillar Indonesia,Indonesia,2020,Indonesia,IDN,Caterpillar Indonesia,534_IDN,0.0,0,534_IDN
Quality Sports,United States,2021,United States,USA,Quality Sports,1413_USA,,0,1413_USA
Spaco Technologies India,India,2020,India,IND,Spaco Technologies India,CHN_107,84.0,1,
"Jiaxing Mingbang Textile Co., Ltd.",China,2020,China,CHN,Jiaxing Mingbang Textile Co Ltd,CHN_108,100.0,1,
Fukuden Inc.,Japan,2020,Japan,JPN,Fukuden Inc,9698_JPN,0.0,0,9698_JPN
Mixtec Asia Pacific Sdn Bhd,Malaysia,2021,Malaysia,MYS,Mixtec Asia Pacific Sdn Bhd,CHN_109,,1,
Morimoto Mfg,Hong Kong,2019,Hong Kong,HKG,Morimoto Mfg,13364_HKG,0.0,0,13364_HKG
Acton S A,France,2021,France,FRA,Acton S A,24_FRA,,0,24_FRA
Premier Industries,United States,2020,United States,USA,Premier Industries,CHN_110,81.0,1,
Golden Swallow Pte,Singapore,2021,Singapore,SGP,Golden Swallow Pte,2315_SGP,,0,2315_SGP
Makalot Chiayi Sample Room,Taiwan,2019,Taiwan,TWN,Makalot Chiayi Sample Room,783_TWN,0.0,0,783_TWN
Duy Hung,Vietnam,2019,Vietnam,VNM,Duy Hung,1577_VNM,0.0,0,1577_VNM
Nte Co. (Pty) Ltd.,South Africa,2021,South Africa,ZAF,Nte Co (Pty) Ltd,1400_ZAF,,0,1400_ZAF
Zibo Yumin Base Pledge New Material,China,2020,China,CHN,Zibo Yumin Base Pledge New Material,36130_CHN,0.0,0,36130_CHN
Aisen Industrial,Japan,2019,Japan,JPN,Aisen Industrial,CHN_111,87.0,1,
Arconic Architectural Product Sas,France,2019,France,FRA,Arconic Architectural Product Sas,CHN_112,99.0,1,
Wabex Corporation,Philippines,2019,Philippines,PHL,Wabex Corporation,CHN_113,86.0,1,
"Tg Trading Hk Co., Ltd.",China,2021,China,CHN,Tg Trading Hk Co Ltd,CHN_114,,1,
"Zhongce Rubber Group Co., Ltd.",China,2021,China,CHN,Zhongce Rubber Group Co Ltd,CHN_115,,1,
Vividion Therapeutics,United States,2021,United States,USA,Vividion Therapeutics,15228_USA,,0,15228_USA
Kgs Keller Geraete Service Gmb H,Germany,2020,Germany,DEU,Kgs Keller Geraete Service Gmb H,CHN_116,98.0,1,
Iff Netherland Flavors Division,Netherlands,2021,Netherlands,NLD,Iff Netherland Flavors Division,2249_NLD,,0,2249_NLD
Foshan Tentoo Mechanical Equipment,China,2021,China,CHN,Foshan Tentoo Mechanical Equipment,CHN_117,,1,
Tianjin Printronics Circuit Corporation,China,2021,China,CHN,Tianjin Printronics Circuit Corporation,7712_CHN,,0,7712_CHN
Barry Callebaut Belgium Nv,Belgium,2020,Belgium,BEL,Barry Callebaut Belgium Nv,CHN_118,94.0,1,
Leesonmech Engineering (M) S/B,Malaysia,2021,Malaysia,MYS,Leesonmech Engineering (M) S/B,7126_MYS,,0,7126_MYS
Daiki Foshan Trading,China,2019,China,CHN,Daiki Foshan Trading,55514_CHN,100.0,0,55514_CHN
Multico Dynamic Engineering Pte,Singapore,2019,Singapore,SGP,Multico Dynamic Engineering Pte,9871_SGP,100.0,0,9871_SGP
Dootek Merchandise Thailand,Thailand,2019,Thailand,THA,Dootek Merchandise Thailand,286_THA,100.0,0,286_THA
Klash,Pakistan,2020,Pakistan,PAK,Klash,1023_PAK,100.0,0,1023_PAK
Nippon Chemicon Corp,Japan,2021,Japan,JPN,Nippon Chemicon Corp,CHN_119,,1,
Eastern Wood,Taiwan,2019,Taiwan,TWN,Eastern Wood,286_TWN,100.0,0,286_TWN
Schlumberger K K Nagaoka Branch,Japan,2019,Japan,JPN,Schlumberger K K Nagaoka Branch,1105_JPN,0.0,0,1105_JPN
Maabinhura Island Resort,Maldives,2020,Maldives,MDV,Maabinhura Island Resort,328_MDV,0.0,0,328_MDV
Mitsui E Smachinery K K,Japan,2021,Japan,JPN,Mitsui E Smachinery K K,CHN_120,,1,
Kintsune Seiki,Japan,2019,Japan,JPN,Kintsune Seiki,8782_JPN,0.0,0,8782_JPN
Plus Labels,United States,2019,United States,USA,Plus Labels,5662_USA,0.0,0,5662_USA
Ctacontinental Tobaccos,Brazil,2019,Brazil,BRA,Ctacontinental Tobaccos,1213_BRA,100.0,0,1213_BRA
Safa Group,Somalia,2021,Somalia,SOM,Safa Group,130_SOM,,0,130_SOM
Luyang Energysaving Materials,China,2020,China,CHN,Luyang Energysaving Materials,14584_CHN,100.0,0,14584_CHN
Nuwa Entreprise,Taiwan,2020,Taiwan,TWN,Nuwa Entreprise,8404_TWN,0.0,0,8404_TWN
Qixia Dali Mining Machinery,China,2021,China,CHN,Qixia Dali Mining Machinery,CHN_121,,1,
Lifecome Biochemistry,China,2019,China,CHN,Lifecome Biochemistry,26700_CHN,0.0,0,26700_CHN
Komatsu Uk,United Kingdom,2021,United Kingdom,GBR,Komatsu Uk,68_GBR,,0,68_GBR
Kato Mfg. Malaysia Sdn Bhd,Malaysia,2021,Malaysia,MYS,Kato Mfg Malaysia Sdn Bhd,CHN_122,,1,
Avery Dennison Ris Italia Srl,Italy,2019,Italy,ITA,Avery Dennison Ris Italia Srl,11545_SGP,0.0,0,11545_SGP
Zhejiang Lefeng Electro Mechanical Tech,China,2021,China,CHN,Zhejiang Lefeng Electro Mechanical Tech,19901_CHN,,0,19901_CHN
John Schultz,Canada,2019,Canada,CAN,John Schultz,293_CAN,0.0,0,293_CAN
Huaian Golden Ribbon Dyeing,China,2019,China,CHN,Huaian Golden Ribbon Dyeing,24056_CHN,0.0,0,24056_CHN
Yue Da Group Hk Ltd.,Hong Kong,2019,Hong Kong,HKG,Yue Da Group Hk Ltd,10582_HKG,0.0,0,10582_HKG
Shenzhen Yirongchuan Electronic Techonology,China,2020,China,CHN,Shenzhen Yirongchuan Electronic Techonology,CHN_123,99.0,1,
Hangzhou Foreign Economic Relations,China,2019,China,CHN,Hangzhou Foreign Economic Relations,CHN_124,89.0,1,
Oia Global Logistics China O B Oia Global Logist,China,2020,China,CHN,Oia Global Logistics China O B Oia Global Logist,27464_CHN,0.0,0,27464_CHN
Hangzou Realever Textiles,China,2019,China,CHN,Hangzou Realever Textiles,CHN_125,88.0,1,
Rps Sp A,Italy,2021,Italy,ITA,Rps Sp A,341_ITA,,0,341_ITA
Sodimac S A,Chile,2020,Chile,CHL,Sodimac S A,449_PER,0.0,0,449_PER
Spinn India,India,2020,India,IND,Spinn India,9859_IND,0.0,0,9859_IND
J.F.Da Cunha Industria E Comercio,Brazil,2019,Brazil,BRA,Jfda Cunha Industria E Comercio,1269_BRA,0.0,0,1269_BRA
Lombra Delle Idee,Italy,2021,Italy,ITA,Lombra Delle Idee,1065_ITA,,0,1065_ITA
Lianyungang Chengxin Glass Products,China,2020,China,CHN,Lianyungang Chengxin Glass Products,CHN_126,94.0,1,
Eratex Unipessoal Lda,East Timor,2020,East Timor,TLS,Eratex Unipessoal Lda,CHN_127,83.0,1,
Dongguan Kejian Instrument,China,2019,China,CHN,Dongguan Kejian Instrument,CHN_128,85.0,1,
Idea Holding Ltd.,India,2021,India,IND,Idea Holding Ltd,10625_IND,,0,10625_IND
Toyo Ink India,India,2020,India,IND,Toyo Ink India,4526_IND,0.0,0,4526_IND
Llc Masterpol,Ukraine,2021,Ukraine,UKR,Llc Masterpol,CHN_129,,1,
Wan Lung Electric Wire Cable Mfg,Taiwan,2020,Taiwan,TWN,Wan Lung Electric Wire Cable Mfg,5715_TWN,0.0,0,5715_TWN
Night Day Furniture Canada,Canada,2020,Canada,CAN,Night Day Furniture Canada,187_CAN,0.0,0,187_CAN
Thai Binh Garment Exp. Join Stock,Vietnam,2020,Vietnam,VNM,Thai Binh Garment Exp Join Stock,7880_VNM,0.0,0,7880_VNM
Wahlai Metal Artificial Jewellery Factory,China,2021,China,CHN,Wahlai Metal Artificial Jewellery Factory,CHN_130,,1,
"Activo Ingredients Pte., Ltd.",Singapore,2019,Singapore,SGP,Activo Ingredients Pte Ltd,CHN_131,90.0,1,
Taiwan Miaoli Tobacco Industry Corp,Taiwan,2019,Taiwan,TWN,Taiwan Miaoli Tobacco Industry Corp,289_TWN,100.0,0,289_TWN
Heineken Timor S A,East Timor,2021,East Timor,TLS,Heineken Timor S A,125_OTH,,0,125_OTH
Suzhou Delphi,China,2019,China,CHN,Suzhou Delphi,9338_CHN,0.0,0,9338_CHN
Mckenna Logistics Center,Canada,2020,Canada,CAN,Mckenna Logistics Center,807_CAN,100.0,0,807_CAN
Provisur Technologies,United States,2019,United States,USA,Provisur Technologies,22159_USA,0.0,0,22159_USA
Shanghai Menglian International,China,2020,China,CHN,Shanghai Menglian International,CHN_132,87.0,1,
"Rb Household Products China Co., Ltd.",China,2020,China,CHN,Rb Household Products China Co Ltd,CHN_133,0.0,1,
Nippon Express Shanghai,China,2019,China,CHN,Nippon Express Shanghai,CHN_134,84.0,1,
Orestes,Taiwan,2020,Taiwan,TWN,Orestes,9097_TWN,0.0,0,9097_TWN
Linda Nobland Vietnam,Vietnam,2019,Vietnam,VNM,Linda Nobland Vietnam,CHN_135,83.0,1,
Sb Llc,United States,2019,United States,USA,Sb Llc,CHN_136,86.0,1,
Automotive Lease Packaging (Pty),Australia,2021,Australia,AUS,Automotive Lease Packaging (Pty),6013_AUS,,0,6013_AUS
Shoochin International Source Solutions,Hong Kong,2019,Hong Kong,HKG,Shoochin International Source Solutions,CHN_137,97.0,1,
Nhu Ngan Trading Imp. Exp.,Vietnam,2019,Vietnam,VNM,Nhu Ngan Trading Imp Exp,276_VNM,0.0,0,276_VNM
Kuwait Tropical Fish,Kuwait,2021,Kuwait,KWT,Kuwait Tropical Fish,CHN_138,,1,
Adm Asia Pacific Trading Pte,Singapore,2021,Singapore,SGP,Adm Asia Pacific Trading Pte,CHN_139,,1,
Kasim Textile Mills P,India,2019,India,IND,Kasim Textile Mills P,253_IND,100.0,0,253_IND
Santos Na 1912 (Pty),Australia,2021,Australia,AUS,Santos Na 1912 (Pty),CHN_140,,1,
Shenzhen Jiankun Sporting Goods,China,2020,China,CHN,Shenzhen Jiankun Sporting Goods,13858_CHN,0.0,0,13858_CHN
Mia Moebel Gmb H,Netherlands,2019,Netherlands,NLD,Mia Moebel Gmb H,627_DEU,87.0,0,627_DEU
Tianjin Free Service,China,2020,China,CHN,Tianjin Free Service,12376_CHN,0.0,0,12376_CHN
Seals,Japan,2019,Japan,JPN,Seals,6099_JPN,100.0,0,6099_JPN
Lei Xin Textile Ltd.,China,2021,China,CHN,Lei Xin Textile Ltd,19482_CHN,,0,19482_CHN
Tekmil Tibbi Arac Ve Gerecler Ticaret Ve,Turkey,2019,Turkey,TUR,Tekmil Tibbi Arac Ve Gerecler Ticaret Ve,2524_TUR,0.0,0,2524_TUR
Changzhou Jinheda Textile,China,2021,China,CHN,Changzhou Jinheda Textile,CHN_141,,1,
Jegaz Technic Sdn Bhd,Malaysia,2021,Malaysia,MYS,Jegaz Technic Sdn Bhd,7826_MYS,,0,7826_MYS
Lantech Europe,Netherlands,2019,Netherlands,NLD,Lantech Europe,3422_NLD,100.0,0,3422_NLD
Joy Global Under Ground Mining Llc,United States,2020,United States,USA,Joy Global Under Ground Mining Llc,CHN_142,99.0,1,
Polaris Oil Sdn Bhd,Malaysia,2021,Malaysia,MYS,Polaris Oil Sdn Bhd,CHN_143,,1,
Kopi Loewak Pg0294275 P,Malaysia,2020,Malaysia,MYS,Kopi Loewak Pg0294275 P,1908_MYS,0.0,0,1908_MYS
Nafafa Enterprise,United Kingdom,2019,United Kingdom,GBR,Nafafa Enterprise,3672_GBR,0.0,0,3672_GBR
Palm Top Vegeoil Products Sdn Bhd,Malaysia,2019,Malaysia,MYS,Palm Top Vegeoil Products Sdn Bhd,CHN_144,95.0,1,
New Balance Flimby,Poland,2020,Poland,POL,New Balance Flimby,144_POL,0.0,0,144_POL
Denso Products Services Ameri,United States,2019,United States,USA,Denso Products Services Ameri,CHN_145,88.0,1,
S A L P A Di Cherubini Domenico C S,Italy,2020,Italy,ITA,S A L P A Di Cherubini Domenico C S,2779_ITA,100.0,0,2779_ITA
Zafer Tekstil San Ve Tic A S,Turkey,2019,Turkey,TUR,Zafer Tekstil San Ve Tic A S,CHN_146,85.0,1,
Atiroon Trading Co. Llc,Oman,2021,Oman,OMN,Atiroon Trading Co Llc,287_OMN,,0,287_OMN
Jd Gum Ang Chemicals,India,2019,India,IND,Jd Gum Ang Chemicals,CHN_147,89.0,1,
Architectural Joinery Wll,Qatar,2020,Qatar,QAT,Architectural Joinery Wll,459_QAT,0.0,0,459_QAT
Bluelinx Corporation,United States,2019,United States,USA,Bluelinx Corporation,CHN_148,81.0,1,
Qvc Exp. Private Ltd.,India,2019,India,IND,Qvc Exp Private Ltd,CHN_149,84.0,1,
Amega West Services Llc Asl Global,United States,2020,United States,USA,Amega West Services Llc Asl Global,26832_USA,0.0,0,26832_USA
Guangzhou Zhono Electronic Technology,China,2021,China,CHN,Guangzhou Zhono Electronic Technology,CHN_150,,1,
Master Pack Sarawak Sdn Bhd,Malaysia,2019,Malaysia,MYS,Master Pack Sarawak Sdn Bhd,2826_MYS,100.0,0,2826_MYS
Cafetto (Pty) ) Ltd.,Australia,2019,Australia,AUS,Cafetto (Pty) ) Ltd,7238_AUS,0.0,0,7238_AUS
Uniform Management Services Vietnam,Vietnam,2020,Vietnam,VNM,Uniform Management Services Vietnam,CHN_151,99.0,1,
Must Power Ltd.,China,2021,China,CHN,Must Power Ltd,11140_HKG,,0,11140_HKG
Zenith Parfums,France,2021,France,FRA,Zenith Parfums,4253_FRA,,0,4253_FRA
Suministros Jimasa Sl,Spain,2019,Spain,ESP,Suministros Jimasa Sl,948_ESP,0.0,0,948_ESP
Shanghai Ltm Industry,China,2020,China,CHN,Shanghai Ltm Industry,CHN_152,83.0,1,
,Sierra Leone,2021,Sierra Leone,SLE,,CHN_153,,1,
Siam Kyodo,Thailand,2020,Thailand,THA,Siam Kyodo,5518_THA,100.0,0,5518_THA
Netzsch Shanghai Machinery Instruments,China,2021,China,CHN,Netzsch Shanghai Machinery Instruments,CHN_154,,1,
Essentra Packaging Sp Z O O,Poland,2020,Poland,POL,Essentra Packaging Sp Z O O,1045_POL,0.0,0,1045_POL
Multi Greens,Taiwan,2021,Taiwan,TWN,Multi Greens,CHN_155,,1,
Eth Enterprise Pte,Singapore,2019,Singapore,SGP,Eth Enterprise Pte,CHN_156,87.0,1,
Skye Group (Pty),Australia,2019,Australia,AUS,Skye Group (Pty),1075_NZL,89.0,0,1075_NZL
Dynasty Europe Shipping Bv,Netherlands,2019,Netherlands,NLD,Dynasty Europe Shipping Bv,2176_NLD,0.0,0,2176_NLD
M Tex International,Hong Kong,2021,Hong Kong,HKG,M Tex International,CHN_157,,1,
Hangeland Raglamyr,Norway,2019,Norway,NOR,Hangeland Raglamyr,216_NOR,0.0,0,216_NOR
Enfourtech Corporation Ltd.,Thailand,2021,Thailand,THA,Enfourtech Corporation Ltd,CHN_158,,1,
Qingyuan Sunshine Recycling,China,2020,China,CHN,Qingyuan Sunshine Recycling,8922_CHN,0.0,0,8922_CHN
Xiamen Ruli Information Technology L,China,2021,China,CHN,Xiamen Ruli Information Technology L,CHN_159,,1,
Plus Craft Industrial,Taiwan,2021,Taiwan,TWN,Plus Craft Industrial,6184_TWN,,0,6184_TWN
Policom Screens S P S,Italy,2019,Italy,ITA,Policom Screens S P S,2980_ITA,100.0,0,2980_ITA
Rutini Wines,Argentina,2021,Argentina,ARG,Rutini Wines,CHN_160,,1,
Woodsticks International S A R L,Lebanon,2021,Lebanon,LBN,Woodsticks International S A R L,168_LBN,,0,168_LBN
Nanjing Jiecheng Clothing,China,2020,China,CHN,Nanjing Jiecheng Clothing,CHN_161,90.0,1,
Mixtron Srl,Italy,2019,Italy,ITA,Mixtron Srl,4190_ITA,100.0,0,4190_ITA
Hong Ding International Chemical Industr,China,2019,China,CHN,Hong Ding International Chemical Industr,36543_CHN,0.0,0,36543_CHN
Langfang Shenglongchuande Furniture,China,2020,China,CHN,Langfang Shenglongchuande Furniture,38807_CHN,0.0,0,38807_CHN
Solcrest (Pty),Australia,2019,Australia,AUS,Solcrest (Pty),89_AUS,100.0,0,89_AUS
Fuel Combustion Team Korea Midland Power Co.,South Korea,2021,,,Fuel Combustion Team Korea Midland Power Co,CHN_162,,1,
Mcconnell Dowell S E A Pte L,Singapore,2019,Singapore,SGP,Mcconnell Dowell S E A Pte L,CHN_163,81.0,1,
Himmel Changzhou Scientific Instrument,China,2020,China,CHN,Himmel Changzhou Scientific Instrument,26165_CHN,0.0,0,26165_CHN
Dynamic Music Australia,Australia,2019,Australia,AUS,Dynamic Music Australia,1507_AUS,0.0,0,1507_AUS
Simway Electrical Co. International,Hong Kong,2020,Hong Kong,HKG,Simway Electrical Co International,2224_HKG,100.0,0,2224_HKG
Saplastic Industries Sdn Bhd,Malaysia,2021,Malaysia,MYS,Saplastic Industries Sdn Bhd,CHN_164,,1,
Mahboob Industries (Pvt) Ltd.,Pakistan,2019,Pakistan,PAK,Mahboob Industries (Pvt) Ltd,CHN_165,81.0,1,
Aptiv Electric Systems,China,2021,China,CHN,Aptiv Electric Systems,CHN_166,,1,
Lone Pine Business (Pty),Australia,2021,Australia,AUS,Lone Pine Business (Pty),CHN_167,,1,
Steinbushch,Netherlands,2021,Netherlands,NLD,Steinbushch,CHN_168,,1,
Scandinavian Tobacco Group,United States,2020,United States,USA,Scandinavian Tobacco Group,9176_USA,0.0,0,9176_USA
Dol Dol Su Seok Won,South Korea,2021,,,Dol Dol Su Seok Won,CHN_169,,1,
Bae Batterien Gmb H,Germany,2021,Germany,DEU,Bae Batterien Gmb H,7134_DEU,,0,7134_DEU
Shantou Right Forth Trade Co.,China,2021,China,CHN,Shantou Right Forth Trade Co,24483_CHN,,0,24483_CHN
Shenzhen Luckcome Technology,China,2020,China,CHN,Shenzhen Luckcome Technology,CHN_170,81.0,1,
Comex Ivestment,Kenya,2020,Kenya,KEN,Comex Ivestment,408_KEN,0.0,0,408_KEN
"Sunjin F & F Co., Ltd.",Vietnam,2019,Vietnam,VNM,Sunjin F & F Co Ltd,CHN_171,0.0,1,
Janet Branch,United States,2021,United States,USA,Janet Branch,CHN_172,,1,
Tianjin Hexiyuan Lecithin Technolog,China,2021,China,CHN,Tianjin Hexiyuan Lecithin Technolog,40861_CHN,,0,40861_CHN
Ppg Asian Paints Ltd.,India,2020,India,IND,Ppg Asian Paints Ltd,606_IND,100.0,0,606_IND
Liberty Gold Fruit Coy.,United States,2021,United States,USA,Liberty Gold Fruit Coy,CHN_173,,1,
Shandong Goodfarmer Internationaltrading,China,2019,China,CHN,Shandong Goodfarmer Internationaltrading,19540_CHN,0.0,0,19540_CHN
Asia Integral Resources Sdn Bhd,Malaysia,2020,Malaysia,MYS,Asia Integral Resources Sdn Bhd,4014_MYS,0.0,0,4014_MYS
Sensorhaus Private Ltd.,Singapore,2020,Singapore,SGP,Sensorhaus Private Ltd,9037_SGP,100.0,0,9037_SGP
Mfg. Senegalaise,Senegal,2020,Senegal,SEN,Mfg Senegalaise,77_SEN,0.0,0,77_SEN
Acer Incoporated,Taiwan,2019,Taiwan,TWN,Acer Incoporated,CHN_174,91.0,1,
Boh Plantations Sdn. Bhd. (Exp.),Malaysia,2020,Malaysia,MYS,Boh Plantations Sdn Bhd (Exp),CHN_175,86.0,1,
India Arie,United States,2020,United States,USA,India Arie,13422_USA,0.0,0,13422_USA
Tabeeb Enterprise,Bangladesh,2021,Bangladesh,BGD,Tabeeb Enterprise,1421_BGD,,0,1421_BGD
Shanghai Oj Fashion,China,2020,China,CHN,Shanghai Oj Fashion,CHN_176,83.0,1,
Mercantile Fortunes,Sri Lanka,2021,Sri Lanka,LKA,Mercantile Fortunes,84_LKA,,0,84_LKA
China Junheytextile,Hong Kong,2019,Hong Kong,HKG,China Junheytextile,CHN_177,84.0,1,
Spx Flow Technology Poland Sp Zoo,Poland,2020,Poland,POL,Spx Flow Technology Poland Sp Zoo,CHN_178,94.0,1,
Jedwards International Inc.,United States,2019,United States,USA,Jedwards International Inc,271_USA,100.0,0,271_USA
Bukom Shipping Documents Shell Eastern Petroleum,Singapore,2020,Singapore,SGP,Bukom Shipping Documents Shell Eastern Petroleum,6785_SGP,100.0,0,6785_SGP
Williamsonoma Singapore Pte,United Arab Emirates,2019,United Arab Emirates,ARE,Williamsonoma Singapore Pte,728_ARE,100.0,0,728_ARE
Formasa Taffeta,Taiwan,2020,Taiwan,TWN,Formasa Taffeta,CHN_179,93.0,1,
Stema Sas Di Bizziato Maurizio C,Italy,2021,Italy,ITA,Stema Sas Di Bizziato Maurizio C,1121_ITA,,0,1121_ITA
Myfangz Biotech Pte,Singapore,2020,Singapore,SGP,Myfangz Biotech Pte,11571_SGP,100.0,0,11571_SGP
"Son Tung Co., Ltd.",Vietnam,2019,Vietnam,VNM,Son Tung Co Ltd,CHN_180,100.0,1,
